	sample_id	treatment	ab_count_tmm	ab_name
13779	plate_2_164	AG1478	0.0038273037669028	cFos-p
13780	plate_3_164	vehicle	0.0045685129417646	cFos-p
13781	plate_1_158	AG1478	0.0037532515272543	cFos-p
13782	plate_4_158	AG1478	0.0035966988441798	cFos-p
13783	plate_5_158	vehicle	0.0040164896227036	cFos-p
13784	plate_2_225	vehicle	0.0035425623660037	cFos-p
13785	plate_3_225	vehicle	0.0036266532518499	cFos-p
13787	plate_1_215	vehicle	0.0039765671101397	cFos-p
13788	plate_2_215	AG1478	0.0030083357134945	cFos-p
13789	plate_4_215	AG1478	0.0038631418932455	cFos-p
13790	plate_5_215	AG1478	0.0030094589731394	cFos-p
13791	plate_6_215	vehicle	0.0052320027596688	cFos-p
13792	plate_1_196	vehicle	0.0038941399156119	cFos-p
13793	plate_6_196	vehicle	0.004955331407696	cFos-p
13794	plate_3_207	AG1478	0.003664742749155	cFos-p
13795	plate_4_207	vehicle	0.0048250710125928	cFos-p
13796	plate_6_207	AG1478	0.0034909834545435	cFos-p
13798	plate_1_199	vehicle	0.0045411316132169	cFos-p
13799	plate_3_199	vehicle	0.0043780676479175	cFos-p
13801	plate_1_197	AG1478	0.003316564084373	cFos-p
13804	plate_3_229	AG1478	0.0033083438333636	cFos-p
13805	plate_4_229	AG1478	0.0034494349193919	cFos-p
13806	plate_6_229	vehicle	0.004815494945498	cFos-p
13807	plate_1_233	vehicle	0.0036083388625796	cFos-p
13808	plate_3_233	AG1478	0.0034757693020758	cFos-p
13809	plate_4_233	AG1478	0.0033082951833792	cFos-p
13810	plate_5_233	AG1478	0.0039898241561145	cFos-p
13812	plate_1_234	vehicle	0.0052382490991551	cFos-p
13814	plate_3_234	AG1478	0.0042358214504136	cFos-p
13815	plate_2_193	vehicle	0.004237938986688	cFos-p
13816	plate_4_193	AG1478	0.003218530800743	cFos-p
13818	plate_1_171	vehicle	0.0036099030231927	STAT3-p
13819	plate_5_171	vehicle	0.0031853180465374	STAT3-p
13820	plate_6_171	vehicle	0.004164195171835	STAT3-p
13821	plate_1_169	vehicle	0.0049278163590846	STAT3-p
13824	plate_6_169	vehicle	0.0031912820253267	STAT3-p
13825	plate_4_172	AG1478	0.0027554321980108	STAT3-p
13826	plate_5_172	AG1478	0.0030347928365094	STAT3-p
13828	plate_3_186	AG1478	0.002390688194452	STAT3-p
13829	plate_5_186	AG1478	0.0030437026972883	STAT3-p
13830	plate_1_156	AG1478	0.0032191749989284	STAT3-p
13831	plate_3_156	AG1478	0.0025775568380521	STAT3-p
13833	plate_5_156	AG1478	0.0033315629725881	STAT3-p
13835	plate_2_154	AG1478	0.0023688470522733	STAT3-p
13836	plate_4_154	AG1478	0.0023716541439238	STAT3-p
13837	plate_5_154	vehicle	0.0026470407810686	STAT3-p
13838	plate_1_155	AG1478	0.0026070000308003	STAT3-p
13839	plate_2_155	vehicle	0.0035356647404464	STAT3-p
13840	plate_6_155	AG1478	0.0028526313311576	STAT3-p
13842	plate_3_174	AG1478	0.0029511468925677	STAT3-p
13844	plate_1_183	AG1478	0.0027103293884838	STAT3-p
13845	plate_2_183	AG1478	0.0045679632940854	STAT3-p
13846	plate_5_183	AG1478	0.0023837389803135	STAT3-p
13847	plate_6_183	AG1478	0.0031884817185014	STAT3-p
13848	plate_2_151	AG1478	0.0031496207390197	STAT3-p
13850	plate_6_151	AG1478	0.0017397914943157	STAT3-p
13851	plate_1_190	vehicle	0.002808468172102	STAT3-p
13853	plate_4_190	AG1478	0.0031427150340199	STAT3-p
13854	plate_1_173	AG1478	0.0032275685300454	STAT3-p
13855	plate_2_173	vehicle	0.0032700298804862	STAT3-p
13856	plate_3_173	vehicle	0.0039118774730798	STAT3-p
13857	plate_5_173	vehicle	0.0040956718717708	STAT3-p
13859	plate_1_187	AG1478	0.0027604114635007	STAT3-p
13860	plate_2_187	vehicle	0.0032433245278348	STAT3-p
13861	plate_3_187	vehicle	0.0031370454883985	STAT3-p
13862	plate_4_187	vehicle	0.00379759093902	STAT3-p
13863	plate_5_187	AG1478	0.0033365785966955	STAT3-p
13864	plate_6_187	vehicle	0.0034627313157817	STAT3-p
13865	plate_1_178	AG1478	0.0024515491012988	STAT3-p
13866	plate_2_178	AG1478	0.00335364489593	STAT3-p
13867	plate_1_168	AG1478	0.0026038609938781	STAT3-p
13868	plate_4_168	vehicle	0.0031764870850401	STAT3-p
13871	plate_3_185	vehicle	0.0035653941904662	STAT3-p
13872	plate_4_185	AG1478	0.0023322745534978	STAT3-p
13873	plate_5_185	AG1478	0.0028048294257245	STAT3-p
13874	plate_5_157	vehicle	0.0040814064261656	STAT3-p
13875	plate_4_181	vehicle	0.0036755810431198	STAT3-p
13877	plate_1_177	AG1478	0.002857630631768	STAT3-p
13879	plate_2_166	AG1478	0.0028430352865811	STAT3-p
13880	plate_3_166	vehicle	0.0045530373328912	STAT3-p
13881	plate_2_167	AG1478	0.0024055807619509	STAT3-p
13882	plate_3_167	AG1478	0.0032674301684266	STAT3-p
13883	plate_4_167	AG1478	0.0025218364091354	STAT3-p
13884	plate_6_167	AG1478	0.0037800023523319	STAT3-p
13886	plate_2_192	vehicle	0.0036288376215604	STAT3-p
13888	plate_4_192	AG1478	0.0026627083732752	STAT3-p
13889	plate_1_188	AG1478	0.0022630448957742	STAT3-p
13890	plate_2_188	AG1478	0.0030042652053867	STAT3-p
13892	plate_5_188	AG1478	0.0029932944165667	STAT3-p
13893	plate_1_191	vehicle	0.003880690202784	STAT3-p
13894	plate_3_191	vehicle	0.0033274430215245	STAT3-p
13896	plate_6_191	vehicle	0.0041503272176289	STAT3-p
13898	plate_3_184	vehicle	0.0034630790687426	STAT3-p
13899	plate_2_170	vehicle	0.0035842657966899	STAT3-p
13900	plate_3_170	AG1478	0.0022434174894881	STAT3-p
13901	plate_1_179	vehicle	0.0039951530856936	STAT3-p
13902	plate_2_179	AG1478	0.0032392355556832	STAT3-p
13903	plate_4_179	AG1478	0.0034244031607662	STAT3-p
13905	plate_6_179	AG1478	0.0027187319936673	STAT3-p
13906	plate_5_153	vehicle	0.0034383273405579	STAT3-p
13908	plate_1_175	AG1478	0.0032701687457184	STAT3-p
13909	plate_2_175	AG1478	0.0025459493083388	STAT3-p
13910	plate_3_175	AG1478	0.0029735301866284	STAT3-p
13912	plate_3_237	vehicle	0.0041856377927487	STAT3-p
13914	plate_6_237	AG1478	0.0028465645723612	STAT3-p
13915	plate_3_182	vehicle	0.0035701947447941	STAT3-p
13917	plate_1_222	AG1478	0.0031484993610778	STAT3-p
13919	plate_4_222	AG1478	0.0038859881354288	STAT3-p
13920	plate_5_222	vehicle	0.0025032049262947	STAT3-p
13922	plate_1_213	vehicle	0.0032795992298812	STAT3-p
13923	plate_3_213	vehicle	0.0034869064711624	STAT3-p
13924	plate_5_213	AG1478	0.0029663026167858	STAT3-p
13926	plate_2_235	vehicle	0.0035666889483394	STAT3-p
13933	plate_2_231	AG1478	0.0020990522637261	STAT3-p
13934	plate_3_231	vehicle	0.004062426527016	STAT3-p
13935	plate_5_231	vehicle	0.0037964786777962	STAT3-p
13936	plate_6_231	vehicle	0.0033121897432567	STAT3-p
13937	plate_1_205	vehicle	0.0040252484347276	STAT3-p
13938	plate_2_205	AG1478	0.0023724675993983	STAT3-p
13939	plate_6_205	vehicle	0.0037959014170381	STAT3-p
13940	plate_1_241	AG1478	0.0024553917711708	STAT3-p
13941	plate_4_241	AG1478	0.0032382144815897	STAT3-p
13942	plate_6_241	AG1478	0.0024833172849539	STAT3-p
13943	plate_3_206	vehicle	0.0033778352435578	STAT3-p
13944	plate_5_206	AG1478	0.0032481288294372	STAT3-p
13947	plate_5_165	vehicle	0.003375751267154	STAT3-p
13948	plate_1_230	vehicle	0.0045520253016537	STAT3-p
13949	plate_2_230	AG1478	0.0028232307722301	STAT3-p
13950	plate_4_230	AG1478	0.0022657813827515	STAT3-p
13951	plate_1_203	vehicle	0.0031325036688029	STAT3-p
13952	plate_2_203	vehicle	0.003805073685043	STAT3-p
13954	plate_3_209	vehicle	0.0033238736652978	STAT3-p
13955	plate_4_209	AG1478	0.0026185766283968	STAT3-p
13956	plate_5_209	vehicle	0.0039552032805729	STAT3-p
13958	plate_4_223	AG1478	0.0027434503967289	STAT3-p
13959	plate_2_236	AG1478	0.0027133013525169	STAT3-p
13961	plate_5_236	AG1478	0.0028793884208014	STAT3-p
13962	plate_1_159	AG1478	0.0029430638077283	STAT3-p
13963	plate_2_159	vehicle	0.0033057094181213	STAT3-p
13964	plate_5_159	AG1478	0.0023543834884325	STAT3-p
13966	plate_4_219	vehicle	0.0044860661182771	STAT3-p
13967	plate_5_219	vehicle	0.0032915124809558	STAT3-p
13969	plate_1_212	vehicle	0.003176529024729	STAT3-p
13970	plate_2_212	vehicle	0.0039070620889509	STAT3-p
13972	plate_2_238	AG1478	0.0024121266162508	STAT3-p
13973	plate_4_238	AG1478	0.0028344115645388	STAT3-p
13974	plate_5_238	vehicle	0.0032526690716845	STAT3-p
13975	plate_6_238	AG1478	0.0030555330843132	STAT3-p
13976	plate_2_232	AG1478	0.0024313186914857	STAT3-p
13977	plate_3_232	AG1478	0.0026483862016924	STAT3-p
13978	plate_5_232	AG1478	0.0029017290486523	STAT3-p
13979	plate_2_180	vehicle	0.0041755331666741	STAT3-p
13980	plate_3_180	AG1478	0.0029170362220403	STAT3-p
13981	plate_5_180	vehicle	0.0033308112855796	STAT3-p
13982	plate_6_180	AG1478	0.0032147414188264	STAT3-p
13983	plate_2_204	vehicle	0.0041278564127907	STAT3-p
13984	plate_3_204	vehicle	0.0036963258467038	STAT3-p
13985	plate_5_204	vehicle	0.0040973109753903	STAT3-p
13986	plate_6_204	AG1478	0.0024994863337766	STAT3-p
13987	plate_2_210	AG1478	0.003391534538942	STAT3-p
13988	plate_3_210	AG1478	0.0030418613486055	STAT3-p
13989	plate_4_210	vehicle	0.0032548522060991	STAT3-p
13990	plate_5_210	AG1478	0.0035404544544045	STAT3-p
13991	plate_6_210	vehicle	0.0042024495737114	STAT3-p
13993	plate_2_224	vehicle	0.0036903505124786	STAT3-p
13994	plate_6_224	vehicle	0.0037437104054686	STAT3-p
13995	plate_2_228	AG1478	0.0026672294191037	STAT3-p
13997	plate_5_228	vehicle	0.0047226330223074	STAT3-p
13998	plate_6_228	vehicle	0.0038443040439638	STAT3-p
13999	plate_2_201	AG1478	0.0028118799809815	STAT3-p
14001	plate_5_201	AG1478	0.0028394798435597	STAT3-p
14002	plate_6_201	AG1478	0.0032627493178633	STAT3-p
14003	plate_1_211	AG1478	0.0031373718459262	STAT3-p
14005	plate_4_211	vehicle	0.0033068256897573	STAT3-p
14006	plate_2_220	AG1478	0.0027469222384903	STAT3-p
14007	plate_5_220	vehicle	0.0034946729482148	STAT3-p
14008	plate_6_220	AG1478	0.0028981882992758	STAT3-p
14009	plate_1_214	AG1478	0.0026164239378489	STAT3-p
14010	plate_2_214	vehicle	0.0030109217734312	STAT3-p
14013	plate_4_202	vehicle	0.0034347339902372	STAT3-p
14015	plate_3_218	AG1478	0.0027955559274481	STAT3-p
14016	plate_5_218	vehicle	0.0038057078404009	STAT3-p
14018	plate_1_244	vehicle	0.0038448327324498	STAT3-p
14019	plate_3_244	AG1478	0.0025692594557967	STAT3-p
14020	plate_4_244	vehicle	0.0028604328963673	STAT3-p
14022	plate_1_194	AG1478	0.0027043102892734	STAT3-p
14023	plate_2_194	AG1478	0.0025538161355432	STAT3-p
14024	plate_3_194	AG1478	0.0031856906846275	STAT3-p
14025	plate_4_194	AG1478	0.0030786485664764	STAT3-p
14026	plate_5_194	AG1478	0.0024963985714436	STAT3-p
14027	plate_1_227	AG1478	0.0025814824022617	STAT3-p
14028	plate_3_227	vehicle	0.0041992939305691	STAT3-p
14029	plate_6_227	vehicle	0.0034843801976963	STAT3-p
14030	plate_3_200	AG1478	0.002222224647299	STAT3-p
14031	plate_4_200	vehicle	0.0047558496202769	STAT3-p
14032	plate_5_200	AG1478	0.0028158160131083	STAT3-p
14034	plate_5_163	AG1478	0.0025135524679944	STAT3-p
14035	plate_3_217	AG1478	0.0028795119562213	STAT3-p
14036	plate_5_217	AG1478	0.0028623494649582	STAT3-p
14037	plate_6_217	vehicle	0.0031440663814042	STAT3-p
14038	plate_4_195	AG1478	0.0037222428500114	STAT3-p
14039	plate_6_195	vehicle	0.0039962095232706	STAT3-p
14040	plate_1_160	AG1478	0.002922323044063	STAT3-p
14041	plate_4_160	AG1478	0.0035164450654811	STAT3-p
14042	plate_5_160	vehicle	0.0031012319029813	STAT3-p
14043	plate_6_160	AG1478	0.0030803980268504	STAT3-p
14046	plate_2_226	AG1478	0.0029656945350296	STAT3-p
14047	plate_4_226	vehicle	0.0040438369856976	STAT3-p
14048	plate_5_226	AG1478	0.0028950671472836	STAT3-p
14053	plate_1_162	vehicle	0.003293943311189	STAT3-p
14054	plate_4_162	vehicle	0.0034213937048117	STAT3-p
14056	plate_2_152	vehicle	0.003036119994834	STAT3-p
14061	plate_2_164	AG1478	0.0029027750881635	STAT3-p
14062	plate_3_164	vehicle	0.0033840253524459	STAT3-p
14063	plate_1_158	AG1478	0.0024579380540544	STAT3-p
14064	plate_4_158	AG1478	0.0021863653292685	STAT3-p
14065	plate_5_158	vehicle	0.0041479458419267	STAT3-p
14066	plate_2_225	vehicle	0.0035969694168774	STAT3-p
14067	plate_3_225	vehicle	0.0032715960886542	STAT3-p
14069	plate_1_215	vehicle	0.004111982742035	STAT3-p
14070	plate_2_215	AG1478	0.0026249639075624	STAT3-p
14071	plate_4_215	AG1478	0.0029499507428494	STAT3-p
14072	plate_5_215	AG1478	0.0027456122756874	STAT3-p
14073	plate_6_215	vehicle	0.0033111244709603	STAT3-p
14074	plate_1_196	vehicle	0.0030181455285871	STAT3-p
14075	plate_6_196	vehicle	0.0048779836548252	STAT3-p
14076	plate_3_207	AG1478	0.0026496651594794	STAT3-p
14077	plate_4_207	vehicle	0.003324578354169	STAT3-p
14078	plate_6_207	AG1478	0.0026786035496657	STAT3-p
14080	plate_1_199	vehicle	0.0041868591236373	STAT3-p
14081	plate_3_199	vehicle	0.0039344114916936	STAT3-p
14083	plate_1_197	AG1478	0.0020457272164778	STAT3-p
14086	plate_3_229	AG1478	0.0037500342154153	STAT3-p
14087	plate_4_229	AG1478	0.0025211888362524	STAT3-p
14088	plate_6_229	vehicle	0.0038893399821456	STAT3-p
14089	plate_1_233	vehicle	0.0036014827602878	STAT3-p
14090	plate_3_233	AG1478	0.0038263121065185	STAT3-p
14091	plate_4_233	AG1478	0.0033911243298108	STAT3-p
14092	plate_5_233	AG1478	0.0029668813050469	STAT3-p
14094	plate_1_234	vehicle	0.0038956096671407	STAT3-p
14096	plate_3_234	AG1478	0.0031015019529086	STAT3-p
14097	plate_2_193	vehicle	0.0036397198523331	STAT3-p
14098	plate_4_193	AG1478	0.0024918744958012	STAT3-p
14100	plate_1_171	vehicle	0.0059078958294345	Cyclin-E
14101	plate_5_171	vehicle	0.0063882796813145	Cyclin-E
14102	plate_6_171	vehicle	0.0053707873934374	Cyclin-E
14103	plate_1_169	vehicle	0.005312183505438	Cyclin-E
14106	plate_6_169	vehicle	0.0048532551866017	Cyclin-E
14107	plate_4_172	AG1478	0.006120249348658	Cyclin-E
14108	plate_5_172	AG1478	0.0056031700912025	Cyclin-E
14110	plate_3_186	AG1478	0.00610441128682	Cyclin-E
14111	plate_5_186	AG1478	0.0061964033675924	Cyclin-E
14112	plate_1_156	AG1478	0.0075755153273323	Cyclin-E
14113	plate_3_156	AG1478	0.0059524484795131	Cyclin-E
14115	plate_5_156	AG1478	0.0066390456004821	Cyclin-E
14117	plate_2_154	AG1478	0.0054810954937181	Cyclin-E
14118	plate_4_154	AG1478	0.0069348182808042	Cyclin-E
14119	plate_5_154	vehicle	0.0050763638595476	Cyclin-E
14120	plate_1_155	AG1478	0.0072480100668188	Cyclin-E
14121	plate_2_155	vehicle	0.0043830850078571	Cyclin-E
14122	plate_6_155	AG1478	0.0061185316335669	Cyclin-E
14124	plate_3_174	AG1478	0.0065244151933826	Cyclin-E
14126	plate_1_183	AG1478	0.0063340267723191	Cyclin-E
14127	plate_2_183	AG1478	0.0083511690482912	Cyclin-E
14128	plate_5_183	AG1478	0.0074285878772287	Cyclin-E
14129	plate_6_183	AG1478	0.0084244293063089	Cyclin-E
14130	plate_2_151	AG1478	0.0066136951033684	Cyclin-E
14132	plate_6_151	AG1478	0.0074798870554789	Cyclin-E
14133	plate_1_190	vehicle	0.0048172846971769	Cyclin-E
14135	plate_4_190	AG1478	0.0063662076971089	Cyclin-E
14136	plate_1_173	AG1478	0.0069459926930493	Cyclin-E
14137	plate_2_173	vehicle	0.0047109716063056	Cyclin-E
14138	plate_3_173	vehicle	0.0042883910764524	Cyclin-E
14139	plate_5_173	vehicle	0.0050050695680989	Cyclin-E
14141	plate_1_187	AG1478	0.0062557381237924	Cyclin-E
14142	plate_2_187	vehicle	0.0061205805811122	Cyclin-E
14143	plate_3_187	vehicle	0.0049546236103354	Cyclin-E
14144	plate_4_187	vehicle	0.0057454086595517	Cyclin-E
14145	plate_5_187	AG1478	0.0070071664718946	Cyclin-E
14146	plate_6_187	vehicle	0.0054087525540488	Cyclin-E
14147	plate_1_178	AG1478	0.0047682469031165	Cyclin-E
14148	plate_2_178	AG1478	0.0047240922188543	Cyclin-E
14149	plate_1_168	AG1478	0.0059260261505362	Cyclin-E
14150	plate_4_168	vehicle	0.0052291473405573	Cyclin-E
14153	plate_3_185	vehicle	0.0050911555053361	Cyclin-E
14154	plate_4_185	AG1478	0.0061201989218961	Cyclin-E
14155	plate_5_185	AG1478	0.0062363247341241	Cyclin-E
14156	plate_5_157	vehicle	0.005026651227494	Cyclin-E
14157	plate_4_181	vehicle	0.0055964639226902	Cyclin-E
14159	plate_1_177	AG1478	0.0066210799453951	Cyclin-E
14161	plate_2_166	AG1478	0.007885361024923	Cyclin-E
14162	plate_3_166	vehicle	0.0041453375382473	Cyclin-E
14163	plate_2_167	AG1478	0.0062456409334909	Cyclin-E
14164	plate_3_167	AG1478	0.0079842341849848	Cyclin-E
14165	plate_4_167	AG1478	0.0061548288489158	Cyclin-E
14166	plate_6_167	AG1478	0.0058371954979832	Cyclin-E
14168	plate_2_192	vehicle	0.0041207268979669	Cyclin-E
14170	plate_4_192	AG1478	0.0052809337944198	Cyclin-E
14171	plate_1_188	AG1478	0.0064859066702208	Cyclin-E
14172	plate_2_188	AG1478	0.0070191113903376	Cyclin-E
14174	plate_5_188	AG1478	0.0063526627482024	Cyclin-E
14175	plate_1_191	vehicle	0.0053559974885878	Cyclin-E
14176	plate_3_191	vehicle	0.0053744404525685	Cyclin-E
14178	plate_6_191	vehicle	0.0055982676244315	Cyclin-E
14180	plate_3_184	vehicle	0.0056258348030479	Cyclin-E
14181	plate_2_170	vehicle	0.0068129549962535	Cyclin-E
14182	plate_3_170	AG1478	0.007456043282507	Cyclin-E
14183	plate_1_179	vehicle	0.0051426535442941	Cyclin-E
14184	plate_2_179	AG1478	0.0055382203354235	Cyclin-E
14185	plate_4_179	AG1478	0.0066704092960265	Cyclin-E
14187	plate_6_179	AG1478	0.006924624304275	Cyclin-E
14188	plate_5_153	vehicle	0.0046050739168042	Cyclin-E
14190	plate_1_175	AG1478	0.0078805674319308	Cyclin-E
14191	plate_2_175	AG1478	0.0067584927293134	Cyclin-E
14192	plate_3_175	AG1478	0.0054687917073208	Cyclin-E
14194	plate_3_237	vehicle	0.0060401328181795	Cyclin-E
14196	plate_6_237	AG1478	0.0057639548500624	Cyclin-E
14197	plate_3_182	vehicle	0.0056501995483054	Cyclin-E
14199	plate_1_222	AG1478	0.0073357931722646	Cyclin-E
14201	plate_4_222	AG1478	0.0068672644472819	Cyclin-E
14202	plate_5_222	vehicle	0.0049460992487157	Cyclin-E
14204	plate_1_213	vehicle	0.0059839864064734	Cyclin-E
14205	plate_3_213	vehicle	0.0051825426026583	Cyclin-E
14206	plate_5_213	AG1478	0.0056860668345635	Cyclin-E
14208	plate_2_235	vehicle	0.0045477760306338	Cyclin-E
14215	plate_2_231	AG1478	0.0060872962493934	Cyclin-E
14216	plate_3_231	vehicle	0.0049871802594384	Cyclin-E
14217	plate_5_231	vehicle	0.0051417301663146	Cyclin-E
14218	plate_6_231	vehicle	0.0066468256470176	Cyclin-E
14219	plate_1_205	vehicle	0.0046368027343507	Cyclin-E
14220	plate_2_205	AG1478	0.006380358524934	Cyclin-E
14221	plate_6_205	vehicle	0.0046419702198762	Cyclin-E
14222	plate_1_241	AG1478	0.0069942420865497	Cyclin-E
14223	plate_4_241	AG1478	0.0069368615188628	Cyclin-E
14224	plate_6_241	AG1478	0.0063744884452859	Cyclin-E
14225	plate_3_206	vehicle	0.0056489253340159	Cyclin-E
14226	plate_5_206	AG1478	0.0069732365976596	Cyclin-E
14229	plate_5_165	vehicle	0.0049177329173285	Cyclin-E
14230	plate_1_230	vehicle	0.0060400568465862	Cyclin-E
14231	plate_2_230	AG1478	0.0073736365053287	Cyclin-E
14232	plate_4_230	AG1478	0.0062069696209417	Cyclin-E
14233	plate_1_203	vehicle	0.0060901473992274	Cyclin-E
14234	plate_2_203	vehicle	0.0057383824322268	Cyclin-E
14236	plate_3_209	vehicle	0.0049232790427878	Cyclin-E
14237	plate_4_209	AG1478	0.0065799902164063	Cyclin-E
14238	plate_5_209	vehicle	0.004710683397878	Cyclin-E
14240	plate_4_223	AG1478	0.0055917741734185	Cyclin-E
14241	plate_2_236	AG1478	0.0058444388212027	Cyclin-E
14243	plate_5_236	AG1478	0.0081202702973933	Cyclin-E
14244	plate_1_159	AG1478	0.005940275196332	Cyclin-E
14245	plate_2_159	vehicle	0.0047697440666257	Cyclin-E
14246	plate_5_159	AG1478	0.0065125001859972	Cyclin-E
14248	plate_4_219	vehicle	0.0056955753231967	Cyclin-E
14249	plate_5_219	vehicle	0.0062373703641681	Cyclin-E
14251	plate_1_212	vehicle	0.0051392514892206	Cyclin-E
14252	plate_2_212	vehicle	0.0050314919148168	Cyclin-E
14254	plate_2_238	AG1478	0.0057131308864004	Cyclin-E
14255	plate_4_238	AG1478	0.0072501978561489	Cyclin-E
14256	plate_5_238	vehicle	0.0063693106194879	Cyclin-E
14257	plate_6_238	AG1478	0.0074372978078258	Cyclin-E
14258	plate_2_232	AG1478	0.005077694311097	Cyclin-E
14259	plate_3_232	AG1478	0.0064669026514003	Cyclin-E
14260	plate_5_232	AG1478	0.0065030665839597	Cyclin-E
14261	plate_2_180	vehicle	0.0056753356747186	Cyclin-E
14262	plate_3_180	AG1478	0.0050119636336282	Cyclin-E
14263	plate_5_180	vehicle	0.0069598881455766	Cyclin-E
14264	plate_6_180	AG1478	0.0063439296399061	Cyclin-E
14265	plate_2_204	vehicle	0.0053993120329831	Cyclin-E
14266	plate_3_204	vehicle	0.0058799234898607	Cyclin-E
14267	plate_5_204	vehicle	0.0061245513711399	Cyclin-E
14268	plate_6_204	AG1478	0.0060687100666643	Cyclin-E
14269	plate_2_210	AG1478	0.007137977093184	Cyclin-E
14270	plate_3_210	AG1478	0.0062487174440006	Cyclin-E
14271	plate_4_210	vehicle	0.0051985144022795	Cyclin-E
14272	plate_5_210	AG1478	0.0063014825200022	Cyclin-E
14273	plate_6_210	vehicle	0.0059814444034091	Cyclin-E
14275	plate_2_224	vehicle	0.0052913170040546	Cyclin-E
14276	plate_6_224	vehicle	0.0045882430141494	Cyclin-E
14277	plate_2_228	AG1478	0.0056394970204025	Cyclin-E
14279	plate_5_228	vehicle	0.0040077642224671	Cyclin-E
14280	plate_6_228	vehicle	0.0045690604101133	Cyclin-E
14281	plate_2_201	AG1478	0.0054560449998409	Cyclin-E
14283	plate_5_201	AG1478	0.0068101880105537	Cyclin-E
14284	plate_6_201	AG1478	0.0067906953951181	Cyclin-E
14285	plate_1_211	AG1478	0.0058738295517385	Cyclin-E
14287	plate_4_211	vehicle	0.0056277887296566	Cyclin-E
14288	plate_2_220	AG1478	0.0048087676141139	Cyclin-E
14289	plate_5_220	vehicle	0.0050862967454466	Cyclin-E
14290	plate_6_220	AG1478	0.006409210293755	Cyclin-E
14291	plate_1_214	AG1478	0.0059053713306336	Cyclin-E
14292	plate_2_214	vehicle	0.0046446246846742	Cyclin-E
14295	plate_4_202	vehicle	0.005414775173834	Cyclin-E
14297	plate_3_218	AG1478	0.005930707888058	Cyclin-E
14298	plate_5_218	vehicle	0.0053536182571596	Cyclin-E
14300	plate_1_244	vehicle	0.0053511085709716	Cyclin-E
14301	plate_3_244	AG1478	0.0064942319315363	Cyclin-E
14302	plate_4_244	vehicle	0.0051378831157633	Cyclin-E
14304	plate_1_194	AG1478	0.0070608367690081	Cyclin-E
14305	plate_2_194	AG1478	0.0080897791263555	Cyclin-E
14306	plate_3_194	AG1478	0.0065625472700547	Cyclin-E
14307	plate_4_194	AG1478	0.0055971608751248	Cyclin-E
14308	plate_5_194	AG1478	0.0059497873279649	Cyclin-E
14309	plate_1_227	AG1478	0.0054613965025998	Cyclin-E
14310	plate_3_227	vehicle	0.0050338700562481	Cyclin-E
14311	plate_6_227	vehicle	0.005227214125945	Cyclin-E
14312	plate_3_200	AG1478	0.0077945009717756	Cyclin-E
14313	plate_4_200	vehicle	0.0051267601816984	Cyclin-E
14314	plate_5_200	AG1478	0.0051871387235699	Cyclin-E
14316	plate_5_163	AG1478	0.0069972769466828	Cyclin-E
14317	plate_3_217	AG1478	0.006243266365366	Cyclin-E
14318	plate_5_217	AG1478	0.0062111552743476	Cyclin-E
14319	plate_6_217	vehicle	0.0054424874597772	Cyclin-E
14320	plate_4_195	AG1478	0.0064872805973476	Cyclin-E
14321	plate_6_195	vehicle	0.0055214766210654	Cyclin-E
14322	plate_1_160	AG1478	0.0057707406552088	Cyclin-E
14323	plate_4_160	AG1478	0.0066902636033563	Cyclin-E
14324	plate_5_160	vehicle	0.0047841699356407	Cyclin-E
14325	plate_6_160	AG1478	0.0061077888973241	Cyclin-E
14328	plate_2_226	AG1478	0.0065194028515263	Cyclin-E
14329	plate_4_226	vehicle	0.004660983938358	Cyclin-E
14330	plate_5_226	AG1478	0.006831426569422	Cyclin-E
14335	plate_1_162	vehicle	0.0052240276776005	Cyclin-E
14336	plate_4_162	vehicle	0.0062274678946793	Cyclin-E
14338	plate_2_152	vehicle	0.006466129298466	Cyclin-E
14343	plate_2_164	AG1478	0.008331467918387	Cyclin-E
14344	plate_3_164	vehicle	0.0055896608839423	Cyclin-E
14345	plate_1_158	AG1478	0.006428114782339	Cyclin-E
14346	plate_4_158	AG1478	0.0075397627977386	Cyclin-E
14347	plate_5_158	vehicle	0.005065106999169	Cyclin-E
14348	plate_2_225	vehicle	0.0046581717047686	Cyclin-E
14349	plate_3_225	vehicle	0.0046284100501984	Cyclin-E
14351	plate_1_215	vehicle	0.0061148832491424	Cyclin-E
14352	plate_2_215	AG1478	0.0086141776162269	Cyclin-E
14353	plate_4_215	AG1478	0.0067281360406561	Cyclin-E
14354	plate_5_215	AG1478	0.0058228905882204	Cyclin-E
14355	plate_6_215	vehicle	0.0054528151539508	Cyclin-E
14356	plate_1_196	vehicle	0.0046819667405115	Cyclin-E
14357	plate_6_196	vehicle	0.004316166843966	Cyclin-E
14358	plate_3_207	AG1478	0.0063632223854399	Cyclin-E
14359	plate_4_207	vehicle	0.0061087234744414	Cyclin-E
14360	plate_6_207	AG1478	0.0067963391422875	Cyclin-E
14362	plate_1_199	vehicle	0.0046081251212912	Cyclin-E
14363	plate_3_199	vehicle	0.0054363058378966	Cyclin-E
14365	plate_1_197	AG1478	0.0059134327834338	Cyclin-E
14368	plate_3_229	AG1478	0.0057462451955552	Cyclin-E
14369	plate_4_229	AG1478	0.0053863352563744	Cyclin-E
